Tipo;Sexo;Opinião;Modelo;Outra;Razão;Renda;Anos;Gasto;Minutos
Pré-pago;Feminino;Terrível;Gradiente;Cumbuca;Qualidade do sinal;6,9;10;108,2;79
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;6,273;6;68,8;83
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;2,601;7;78,4;71
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;4,908;1;30,52;67
Pós-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;2,574;3;41,2;73
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,198;4;51,6;54
Pré-pago;Masculino;Sofrível;Gradiente;Cumbuca;Maior cobertura;2,094;1;30,52;80
Pós-pago;Masculino;Mediana;Siemens;Mortinho;Maior cobertura;6,783;5;63,2;75
Pós-pago;Feminino;Sofrível;Motorola;Escuridão;Qualidade do sinal;5,19;9;100,2;74
Pós-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;6,003;2;32,8;77
Pré-pago;Masculino;Mediana;Motorola;Ferrocom;Maior cobertura;6,003;3;39,8;76
Pré-pago;Masculino;Terrível;Samsung;Cumbuca;Qualidade do sinal;8,214;4;53;83
Pré-pa ;Feminino;Mediana;Samsung;Nenhuma;Qualidade do sinal;2,271;5;63,8;69
Pré-pago;Feminino;Sofrível;Samsung;Cumbuca;Maior cobertura;1,905;6;73;78
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Qualidade do sinal;5,739;7;83,2;84
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,306;7;78,4;56
Pré-pago;Masculino;Media ;Ericsson;Cumbuca;Maior cobertura;3,096;3;42,2;65
Pré-pago;Feminino;Mediana;Ericsson;Ferrocom;Maior cobertura;1,134;3;35,6;79
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;3,546;7;76,2;81
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Tarifa menor;2,997;8;86;85
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,005;0;30,52;66
Pré-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;2,22;9;98;60
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,228;6;65;64
Pós-pago;Masculino;Terrível;Gradiente;Nenhuma;Tarifa menor;16,425;10;113,6;90
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;2,517;5;55,4;67
Pré-pago;Masculino;Confiável;Gradiente;Escuridão;Maior cobertura;5,001;7;79,4;55
Pré-pago;Feminino;Mediana;Motorola;Escuridão;Maior cobertura;1,473;6;74,8;63
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;10,458;2;32;75
Pré-pago;Feminino;Terrível;Motorola;Cumbuca;Maior cobertura;1,473;5;64,4;70
Pré-pago;Masculino;Confiável;Motorola;Ferrocom;Qualidade do sinal;4,374;10;109,8;73
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;3,474;8;93;76
Pós-pago;Masculino;Sofrível;Motorola;Mortinho;Tarifa menor;10,773;4;54,8;83
Pós-pago;Masculino;Terrível;Gradiente;Ferrocom;Maior cobertura;2,718;1;30,52;75
Pós-pago;Masculino;Sofrível;Siemens;Escuridão;Qualidade do sinal;5,535;3;42,2;95
Pré-pago;Masculino;Mediana;Ericsson;Escuridão;Maior cobertura;1,347;4;46,2;53
Pré-pago;Feminino;Confiável;Motorola;Escuridão;Maior cobertura;2,325;6;70,2;70
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1,548;9;98,4;49
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;5,001;5;55,4;84
Pré-pago;Masculino;Excelente;Gradiente;Nenhuma;Qualidade do sinal;4,125;6;69,8;82
Pré-pago;Masculino;Sofrível;Gradiente;Cumbuca;Qualidade do sinal;5,535;6;72,2;63
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;1,546;6;66,8;52
Pré-pago;Feminino;Terrível;Ericsson;Cumbuca;Maior cobertura;1,207;5;59,4;63
Pré-pago;Masculino;Mediana;Ericsson;Escuridão;Maior cobertura;2,997;6;68;68
Pré-pago;Masculino;Excelente;Siemens;Cumbuca;Maior cobertura;2,601;3;35,8;71
Pré-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;8,484;10;108;69
Pós-pago;Masculino;Mediana;Siemens;Ferrocom;Tarifa menor;13,173;10;113;78
Pré-pago;Masculino;Mediana;Siemens;Nenhuma;Qualidade do sinal;3,927;7;82,6;84
Pré-pago;Masculino;Confiável;Samsung;Ferrocom;Maior cobertura;5,001;1;30,52;54
Pós-pago;Masculino;Terrível;Samsung;Ferrocom;Tarifa menor;12,63;6;74,2;102
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,627;2;30,6;39
Pós-pago;Feminino;Sofrível;Motorola;Nenhuma;Tarifa menor;12,018;8;85,4;99
Pós-pago;Feminino;Sofrível;Samsung;Nenhuma;Maior cobertura;1,773;4;49,6;54
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;1,816;9;103,8;57
Pós-pago;Masculino;Terrível;Samsung;Mortinho;Tarifa menor;15,39;5;64,6;102
Pré-pago;Feminino;Terrível;Samsung;Cumbuca;Qualidade do sinal;8,082;5;57,6;75
Pré-pago;Masculino;Excelente;Samsung;Escuridão;Maior cobertura;2,841;6;74,6;66
Pré-pago;Feminino;Confiável;Gradiente;Ferrocom;Maior cobertura;3,849;8;91,6;79
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1,816;2;30,52;81
Pré-pago;Feminino;Terrível;Gradiente;Nenhuma;Maior cobertura;4,209;1;61,04;76
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;2,811;2;31,4;78
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;4,044;4;49,6;82
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;5,436;5;56,4;61
Pré-pago;Feminino;Mediana;Motorola;Escuridão;Maior cobertura;3,063;3;35,2;64
Pós-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;2,406;2;30,52;60
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,537;6;70;56
Pós-pago;Feminino;Mediana;Ericsson;Escuridão;Qualidade do sinal;4,005;6;71;84
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,573;3;36,2;53
Pré-pago;Feminino;Terrível;Motorola;Nenhuma;Qualidade do sinal;2,544;7;78,4;87
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;1,537;4;45,8;71
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,047;3;36,6;56
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;19,677;5;63,2;88
Pós-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;2,748;6;69;68
Pré-pago;Feminino;Terrível;Samsung;Nenhuma;Maior cobertura;9,039;3;42,4;87
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,738;2;32,4;66
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;12,543;3;43,2;82
Pré-pago;Feminino;Excelente;Motorola;Escuridão;Maior cobertura;1,426;7;84,4;67
Pré-pago;Feminino;Confiável;Motorola;Ferrocom;Maior cobertura;1,752;6; ;57
Pré-pago;Masculino;Excelente;Motorola;Nenhuma;Qualidade do sinal;4,044;6;69,4;60
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Maior cobertura;2,298;7;79,6;74
Pré-pago;Masculino;Excelente;Siemens;Mortinho;Maior cobertura;3,849;3;43,6;60
Pré-pago;Feminino;Sofrível;Gradiente;Mortinho;Maior cobertura;1,731;5;61,8;75
Pré-pago;Feminino;Excelente;Motorola;Cumbuca;Maior cobertura;1,825;4;45,2;57
Pós-pago;Masculino;Sofrível;Samsung;Escuridão;Maior cobertura;7,887;3;42,2; 
Pós-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;9,327;4;46,6;80
Pré-pago;Feminino;Mediana;Ericsson;Nenhuma;Maior cobertura;3,849;4;47,8;78
Pré-pago;Masculino;Excelente;Motorola;Ferrocom;Maior cobertura;2,748;7;75,2;64
Pré-pago;Masculino;Sofrível;Ericsson;Ferrocom;Maior cobertura;2,841;3;38,4;72
Pós-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;2,997;8;90,4;48
Pré-pago;Feminino;Excelente;Motorola;Escuridão;Maior cobertura;3,129;6;69,6;61
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Maior cobertura;3,81;7;80,6;80
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Maior cobertura;2,631;4;53,8;69
Pré-pago;Feminino;Excelente;Samsung;Nenhuma;Maior cobertura;1,666;7;83;56
Pré-pago;Masculino;Sofrível;Gradiente;Ferrocom;Qualidade do sinal;6,162;5;61,2;85
Pós-pago;Masculino;Terrível;Samsung;Ferrocom;Tarifa menor;7,758;4;50,4;84
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;14,889;6;72,8;93
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,924;5;62;71
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2,997;8;89,4;81
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;25,917;4;51;83
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;1,434;5;57,4;72
Pré-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;6,723;6;70,4;61
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,15;3;40,8;45
Pré-pago;Masculino;Terrível;Ericsson;Mortinho;Maior cobertura;3,063;4;46,8;85
Pré-pago;Feminino;Mediana;Ericsson;Nenhuma;Qualidade do sinal;9,111;5;55,6;76
Pré-pago;Feminino;Mediana;Ericsson;Escuridão;Maior cobertura;3,438;7;78,6;77
Pós-pago;Masculino;Mediana;Gradiente;Mortinho;Tarifa menor;10,773;7;83;96
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Qualidade do sinal;5,436;4;49,8;85
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;19,797;7;75,4;104
Pós-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;13,356;5;55,6;77
Pré-pago;Masculino;Mediana;Ericsson;Nenhuma;Maior cobertura;1,005;4;46,8;77
Pós-pago;Feminino;Terrível;Samsung;Ne ;Qu ;7,443;3;40;83
Pré-pago;Feminino;Mediana;Samsung;Ferrocom;Maior cobertura;4,167;9;99,6;78
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Tarifa menor;14,109;8;89,2;87
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;10,773;6;74,6;107
Pré-pago;Masculino;Excelente;Gradiente;Cumbuca;Maior cobertura;6,273;1;30,52;77
Pré-pago;Feminino;Sofrível;Ericsson;Escuridão;Maior cobertura;1,26;4;47,4;76
Pós-pago;Masculino;Sofrível;Motorola;Escuridão;Qualidade do sinal;9,546;6;66,6;95
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Maior cobertura;7,26;7;75,6;64
Pós-pago;Feminino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;11,016;5;57,4;83
Pós-pago;Feminino;Terrível;Samsung;Cumbuca;Qualidade do sinal;1,104;6;72,8;87
Pré-pago;Masculino;Sofrível;Samsung;Ferrocom;Qualidade do sinal;5,535;6;69,2;86
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;5,484;2;30,52;83
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1,587;4;52,6;64
Pós-pago;Feminino;Terrível;Samsung;Cumbuca;Qualidade do sinal;3,657;3;35,2;87
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,069;4;51,4;43
Pré-pago;Masculino;Sofrível;Ericsson;Cumbuca;Maior cobertura;2,631;6;66,4;64
Pré-pago;Masculino;Excelente;Siemens;Ferrocom;Maior cobertura;1,362;5;60;75
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,507;7;83,6;57
Pré-pago;Feminino;Mediana;Siemens;Nenhuma;Maior cobertura;6,219;6;72,8;62
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,293;7;75,4;69
Pré-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;12,453;3;43,8;76
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,684;4;46,2;52
Pós-pago;Masculino;Media ;Motorola;Nenhuma;Tarifa menor;13,824;6;73,2;80
Pré-pago;Feminino;Sofrível;Gradiente;Nenhuma;Maior cobertura;8,826;4;51,4;91
Pós-pago;Feminino;Mediana;Sa ;Cumbuca;Maior cobertura;1,666;5;59,8;75
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;11,262;4;54,2;80
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;11,262;7;79,8;102
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;5,949;4;54,4;69
Pré-pago;Masculino;Terrível;Samsung;Cumbuca;Tarifa menor;14,109;5;62,6;113
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;15,489;6;72,2;82
Pré-pago;Feminino;Excelente;Samsung;Cumbuca;Maior cobertura;1,291;6;66,4;204
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;11,343;9;95,4;96
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;1,609;4;51,2;64
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;1,293;2;34,6;52
Pós-pago;Masculino;Confiável;Samsung;Escuridão;Maior cobertura;4,419;6;67,2;54
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;8,967;7;78;84
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;1,42;3;44,2;62
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Maior cobertura;4,29;6;73,8;82
Pré-pago;Feminino;Excelente;Gradiente;Ferrocom;Maior cobertura;1,888;4;53,4;64
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1,047;7;76,4;68
Pré-pago;Feminino;Mediana;Gradiente;Mortinho;Maior cobertura;3,063;7;81,8;77
Pré-pago;Feminino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;7,695;5;60,2;80
Pré-pago;Masculino;Excelente;Ericsson;Nenhuma;Maior cobertura;15,696;3;44,8;74
Pós-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;2,298;3;40;69
Pós-pago;Feminino;Sofrível;Ericsson;Nenhuma;Maior cobertura;6,108;3;40,6;78
Pós-pago;Masculino;Sofrível;Siemens;Escuridão;Qualidade do sinal;3,264;5;63,4;86
Pós-pago;Feminino;Confiável;Motorola;Ferrocom;Maior cobertura;3,474;8;88,2;71
Pré-pago;Feminino;Mediana;Gradiente;Ferrocom;Maior cobertura;1,825;5;63,4;79
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;4,593;10;113,8;72
Pré-pago;Feminino;Excelente;Samsung;Mortinho;Maior cobertura;1,426;4;53;56
Pós-pago;Feminino;Terrível;Siemens;Escuridão;Maior cobertura;2,145;7;75,8;72
Pré-pago;Feminino;Excelente;Siemens;Cumbuca;Maior cobertura;1,531;5;57,8;50
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,329;0;30,52;61
Pré-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;5,19;9;99,4;88
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,645;5;63,2;58
Pós-pago;Feminino;Mediana;Samsung;Nenhuma;Tarifa menor;6,723;4;50,6;86
Pós-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;5,484;4;50,4;82
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,273;7;78,2;58
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;12,453;8;90,6;93
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,705;2;30,52;65
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;4,125;3;42,6;64
Pré-pago;Masculino;Excelente;Motorola;Nenhuma;Qualidade do sinal;6,003;4;45,4;72
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Qualidade do sinal;4,815;3;42,6;86
Pré-pago;Masculino;Terrível;Gradiente;Cumbuca;Tarifa menor;6,552;8;94,4;80
Pós-pago;Feminino;Sofrí ;Motorola;Ferrocom;Tarifa menor;5,049;9;100,2;96
Pré-pago;Masculino;Excelente;Ericsson;Nenhuma;Maior cobertura;2,811;3;38,6;55
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;3,03;4;49;79
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Qualidade do sinal;12,105;3;42;104
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;7,758;6;70,6;90
Pós-pago;Masculino;Sofrível;Samsung;Escuridão;Maior cobertura;7,443;3;39,2;85
Pré-pago;Masculino;Mediana;Gradiente;Ferrocom;Maior cobertura;4,953;8;89;76
Pós-pago;Feminino;Terrível;Siemens;Mortinho;Tarifa menor;14,496;8;88,6;89
Pós-pago;Masculino;Sofrível;Motorola;Cumbuca;Tarifa menor;15,186;6;70,4;99
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Maior cobertura;2,46;5;63,4;70
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Tarifa menor;7,506;4;54,4;94
Pré-pago;Feminino;Confiável;Motorola;Nenhuma;Maior cobertura;1,548;8;87,8;60
Pré-pago;Masculino;Excelente;Gradiente;Nenhuma;Maior cobertura;1,38;8;92,6;59
Pré-pago;Feminino;Mediana;Motorola;Mortinho;Maior cobertura;4,125;7;76,6;64
Pós-pago;Masculino;Sofrível;Siemens;Ferrocom;Tarifa menor;18,858;6;65,8;94
Pré-pago;Feminino;Med ;Ericsson;Cumbuca;Maior cobertura;2,433;3;36,2;71
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Maior cobertura;2,046;5;57,4;93
Pós-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;4,635;7;81,6;66
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Qualidade do sinal;1,905;6;70,2;66
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;15,798;6;69;91
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;16,32;6;70,6;102
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;15,591;5;64;100
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;11,679;8;91;92
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Qualidade do sinal;7,443;4;47,2;99
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;3,063;3;37,8;65
Pré-pago;Feminino;Confiável;Ericsson;Escuridão;Maior cobertura;1,291;5;64;54
Pré-pago;Feminino;Terrível;Samsung;Ferrocom;Maior cobertura;4,086;8;87,4;72
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;10,458;4;47,6;97
Pré-pago;Masculino;Mediana;Siemens;Cumbuca;Maior cobertura;2,904;7;75,2;76
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1,245;8;87,6;65
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,393;4;46,8;54
Pré-pago;Feminino;Confiável;Motorola;Mortinho;Maior cobertura;2,298;3;39,2;65
Pós-pago;Masculino;Sofrível;Siemens;Mortinho;Tarifa menor;11,511;6;66;98
Pós-pago;Masculino;Terrível;Samsung;Mortinho;Tarifa menor;18,744;6;72,6;96
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,264;3;36,4;52
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1,182;4;54,8;41
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;2,934;7;80,8;65
Pós-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1,747;1;30,52;55
Pós-pago;Masculino;Terrível;Siemens;Ferrocom;Maior cobertura;4,815;4;51,4;81
Pré-pago;Masculino;Sofrível;Gradiente;Escuridão;Maior cobertura;1,78;6;71,8;57
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1,647;5;60;69
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,509;4;48,8;79
Pré-pago;Masculino;Sofrível;Ericsson;Cumbuca;Maior cobertura;3,096;2;30,52;66
Pré-pago;Masculino;Excelente;Moto ;Cumbuca;Maior cobertura;1,689;1;30,52;50
Pós-pago;Feminino;Sofrível;Samsung;Cumbuca;Maior cobertura;1,668;6;71,2;72
Pós-pago;Masculino;Mediana;Gradiente;Escuridão;Qualidade do sinal;9,18;8;88,4;67
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;17,175;5;59,2;101
Pós-pago;Masculino;Terrível;Samsung;Mortinho;Tarifa menor;21,138;4;51,4;93
Pré-pago;Masculino;Terrível;Motorola;Escuridão;Qualidade do sinal;11,427;7;79,6;91
Pós-pago;Feminino;Sofrível;Ericsson;Escuridão;Maior cobertura;4,68;14;80,6;75
Pré-pago;Masculino;Mediana;Siemens;Nenhuma;Maior cobertura;3,063;5;61,4;67
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Maior cobertura;7,506;6;65,8;72
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;8,826;5;56,8;93
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;2,904;4;100;70
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;4,29;4;54,6;65
Pré-pago;Masculino;Confiável;Siemens;Nenhuma;Qualidade do sinal;6,84;8;90,8;64
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;2,145;6;74,6;76
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;1,363;5;63,8;47
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1,792;6;69,8;71
Pós-pago;Feminino;Terrível;Samsung;Mortinho;Qualidade do sinal;3,621;4;46,6;88
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;9,111;7;75,4;116
Pré ;Masculino;Terrível;Gradiente;Cumbuca;Maior cobertura;6,9;4;51,4;82
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Tarifa menor;7,26;6;74,4;87
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;5,001;6;68,6;65
Pós-pago;Masculino;Mediana;Ericsson;Nenhuma;Tarifa menor;13,173;6;74,8;93
Pós-pago;Feminino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;9,399;4;52,2;86
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;3,696;2;30,52;73
Pós-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;9,693;6;72;89
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;3,402;7;75,2;60
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;8,28;8;85;66
Pré-pago;Feminino;Terrível;Ericsson;Nenhuma;Tarifa menor;10,935;5;63,2;91
Pré-pago;Feminino;Mediana;Ericsson;Escuridão;Maior cobertura;6,9;3;38,6;63
Pós-pago;Feminino;Sofrível;Gradiente;Cumbuca;Qualidade do sinal;6,609;6;72,4;80
Pré-pago;Masculino;Sofrível;Gradiente;Cumbuca;Maior cobertura;6,108;5;63,8;76
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;2,271;6;66,8;43
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1,689;2;34,2;71
Pré-pago;Feminino;Confiável;Siemens;Cumbuca;Maior cobertura;1,684;4;50,2;58
Pós-pago;Feminino;Terrível;Samsung;Cumbuca;Maior cobertura;6,666;5;62,2;85
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;18,858;5;59;68
Pós-pago;Feminino;Sofrível;Motorola;Ferrocom;Maior cobertura;12,192;7;84,8;61
Pós-pago;Feminino;Sofrível;Motorola;Escuridão;Qualidade do sinal;6,108;5;62,6;88
Pré-pago;Feminino;Confiável;Gradiente;Ferrocom;Maior cobertura;1,468;4;53;57
Pré ;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1,654;8;86,2;63
Pré-pago;Feminino;Terrível;Samsung;Cumbuca;Maior cobertura;2,718;7;79,8;66
Pós-pago;Feminino;Terrível;Samsung;Mortinho;Qualidade do sinal;4,167;2;30,52;80
Pré-pago;Feminino;Confiável;Ericsson;Ferrocom;Maior cobertura;1,974;4;53,6;73
Pré-pago;Masculino;Sofrível;Gradiente;Nenhuma;Tarifa menor;8,484;6;65,6;84
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Qualidade do sinal;17,175;5;56,6;89
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;4,248;3;44,8;55
Pré-pago;Masculino;Mediana;Ericsson;Ferrocom;Maior cobertura;3,474;3;38,4;62
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;2,811;6;70,4;66
Pré-pago;Masculino;Terrível;Gradiente;Escuridão;Maior cobertura;6,003;4;52,6;77
Pré-pago;Masculino;Terrível;Motorola;Cumbuca;Maior cobertura;6,438;7;75,6;82
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;18,06;5;61,4;81
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;5,142;7;83,4;94
Pré-pago;Masculino;Mediana;Ericsson;Nenhuma;Maior cobertura;2,574;5;57,4;64
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Maior cobertura;2,406;5;61,2;70
Pré-pago;Fem ;Mediana;Ericsson;Cumbuca;Maior cobertura;1,78;3;39,6;68
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;6,666;3;44,8;82
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;12,81;11;116,8;88
Pós-pago;Feminino;Terrível;Ericsson;Mortinho;Maior cobertura;4,005;1;30,52;99
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;3,621;8;86,8;81
Pré-pago;Feminino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;10,224;7;76,8;89
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;10,695;9;98,8;88
Pós-pago;Masculino;Mediana;Gradiente;Mortinho;Maior cobertura;2,325;4;49,2;72
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;5,586;1;30,52;67
Pré-pago;Feminino; ;Gradiente;Escuridão;Maior cobertura;2,871;7;78,4;75
Pré-pago;Masculino;Confiável;Motorola;Ferrocom;Maior cobertura;5,238;5;63,2;59
Pós-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;7,632;5;61,4;77
