Tipo;Sexo;Opinião;Modelo;Outra;Razão;Renda;Anos;Gasto;Minutos;ID
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1684,0;4;46,2;52;2945
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;13824,0;6;73,2;80;2946
Pré-pago;Feminino;Sofrível;Gradiente;Nenhuma;Maior cobertura;8826,0;4;51,4;91;2947
Pós-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1666,0;5;59,8;75;2948
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Maior cobertura;11262,0;4;54,2;80;2949
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;11262,0;7;79,8;102;2950
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;5949,0;4;54,4;69;2951
Pré-pago;Masculino;Terrível;Samsung;Cumbuca;Tarifa menor;14109,0;5;62,6;113;2952
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;15489,0;6;72,2;82;2953
Pré-pago;Feminino;Excelente;Samsung;Cumbuca;Maior cobertura;1291,0;6;66,4;204;2954
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;11343,0;9;95,4;96;2955
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;1609,0;4;51,2;64;2956
Pré-pago;Feminino;Mediana;Gradiente;Nenhuma;Maior cobertura;1293,0;2;34,6;52;2957
Pós-pago;Masculino;Confiável;Samsung;Escuridão;Maior cobertura;4419,0;6;67,2;54;2958
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;8967,0;7;78,0;84;2959
Pré-pago;Feminino;Confiável;Samsung;Cumbuca;Maior cobertura;1420,0;3;44,2;62;2960
Pós-pago;Feminino;Terrível;Samsung;Ferrocom;Maior cobertura;4290,0;6;73,8;82;2961
Pré-pago;Feminino;Excelente;Gradiente;Ferrocom;Maior cobertura;1888,0;4;53,4;64;2962
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1047,0;7;76,4;68;2963
Pré-pago;Feminino;Mediana;Gradiente;Mortinho;Maior cobertura;3063,0;7;81,8;77;2964
Pré-pago;Feminino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;7695,0;5;60,2;80;2965
Pré-pago;Masculino;Excelente;Ericsson;Nenhuma;Maior cobertura;15696,0;3;44,8;74;2966
Pós-pago;Feminino;Mediana;Samsung;Nenhuma;Maior cobertura;2298,0;3;40,0;69;2967
Pós-pago;Feminino;Sofrível;Ericsson;Nenhuma;Maior cobertura;6108,0;3;40,6;78;2968
Pós-pago;Masculino;Sofrível;Siemens;Escuridão;Qualidade do sinal;3264,0;5;63,4;86;2969
Pós-pago;Feminino;Confiável;Motorola;Ferrocom;Maior cobertura;3474,0;8;88,2;71;2970
Pré-pago;Feminino;Mediana;Gradiente;Ferrocom;Maior cobertura;1825,0;5;63,4;79;2971
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;4593,0;10;113,8;72;2972
Pré-pago;Feminino;Excelente;Samsung;Mortinho;Maior cobertura;1426,0;4;53,0;56;2973
Pós-pago;Feminino;Terrível;Siemens;Escuridão;Maior cobertura;2145,0;7;75,8;72;2974
Pré-pago;Feminino;Excelente;Siemens;Cumbuca;Maior cobertura;1531,0;5;57,8;50;2975
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1329,0;0;30,52;61;2976
Pré-pago;Masculino;Sofrível;Siemens;Nenhuma;Qualidade do sinal;5190,0;9;99,4;88;2977
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1645,0;5;63,2;58;2978
Pós-pago;Feminino;Mediana;Samsung;Nenhuma;Tarifa menor;6723,0;4;50,6;86;2979
Pós-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;5484,0;4;50,4;82;2980
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1273,0;7;78,2;58;2981
Pós-pago;Masculino;Terrível;Motorola;Nenhuma;Tarifa menor;12453,0;8;90,6;93;2982
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1705,0;2;30,52;65;2983
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;4125,0;3;42,6;64;2984
Pré-pago;Masculino;Excelente;Motorola;Nenhuma;Qualidade do sinal;6003,0;4;45,4;72;2985
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Qualidade do sinal;4815,0;3;42,6;86;2986
Pré-pago;Masculino;Terrível;Gradiente;Cumbuca;Tarifa menor;6552,0;8;94,4;80;2987
Pós-pago;Feminino;Sofrível;Motorola;Ferrocom;Tarifa menor;5049,0;9;100,2;96;2988
Pré-pago;Masculino;Excelente;Ericsson;Nenhuma;Maior cobertura;2811,0;3;38,6;55;2989
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;3030,0;4;49,0;79;2990
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Qualidade do sinal;12105,0;3;42,0;104;2991
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;7758,0;6;70,6;90;2992
Pós-pago;Masculino;Sofrível;Samsung;Escuridão;Maior cobertura;7443,0;3;39,2;85;2993
Pré-pago;Masculino;Mediana;Gradiente;Ferrocom;Maior cobertura;4953,0;8;89,0;76;2994
Pós-pago;Feminino;Terrível;Siemens;Mortinho;Tarifa menor;14496,0;8;88,6;89;2995
Pós-pago;Masculino;Sofrível;Motorola;Cumbuca;Tarifa menor;15186,0;6;70,4;99;2996
Pré-pago;Masculino;Mediana;Samsung;Ferrocom;Maior cobertura;2460,0;5;63,4;70;2997
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Tarifa menor;7506,0;4;54,4;94;2998
Pré-pago;Feminino;Confiável;Motorola;Nenhuma;Maior cobertura;1548,0;8;87,8;60;2999
Pré-pago;Masculino;Excelente;Gradiente;Nenhuma;Maior cobertura;1380,0;8;92,6;59;3000
Pré-pago;Feminino;Mediana;Motorola;Mortinho;Maior cobertura;4125,0;7;76,6;64;3001
Pós-pago;Masculino;Sofrível;Siemens;Ferrocom;Tarifa menor;18858,0;6;65,8;94;3002
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;2433,0;3;36,2;71;3003
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Maior cobertura;2045,9999999999998;5;57,4;93;3004
Pós-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;4635,0;7;81,6;66;3005
Pós-pago;Feminino;Mediana;Samsung;Ferrocom;Qualidade do sinal;1905,0;6;70,2;66;3006
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;15798,0;6;69,0;91;3007
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;16320,0;6;70,6;102;3008
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;15591,0;5;64,0;100;3009
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;11679,0;8;91,0;92;3010
Pós-pago;Masculino;Terrível;Motorola;Cumbuca;Qualidade do sinal;7443,0;4;47,2;99;3011
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;3063,0;3;37,8;65;3012
Pré-pago;Feminino;Confiável;Ericsson;Escuridão;Maior cobertura;1291,0;5;64,0;54;3013
Pré-pago;Feminino;Terrível;Samsung;Ferrocom;Maior cobertura;4086,0000000000005;8;87,4;72;3014
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;10458,0;4;47,6;97;3015
Pré-pago;Masculino;Mediana;Siemens;Cumbuca;Maior cobertura;2904,0;7;75,2;76;3016
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1245,0;8;87,6;65;3017
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1393,0;4;46,8;54;3018
Pré-pago;Feminino;Confiável;Motorola;Mortinho;Maior cobertura;2298,0;3;39,2;65;3019
Pós-pago;Masculino;Sofrível;Siemens;Mortinho;Tarifa menor;11511,0;6;66,0;98;3020
Pós-pago;Masculino;Terrível;Samsung;Mortinho;Tarifa menor;18744,0;6;72,6;96;3021
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;1264,0;3;36,4;52;3022
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1182,0;4;54,8;41;3023
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;2934,0;7;80,8;65;3024
Pós-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;1747,0;1;30,52;55;3025
Pós-pago;Masculino;Terrível;Siemens;Ferrocom;Maior cobertura;4815,0;4;51,4;81;3026
Pré-pago;Masculino;Sofrível;Gradiente;Escuridão;Maior cobertura;1780,0;6;71,8;57;3027
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1647,0;5;60,0;69;3028
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1509,0;4;48,8;79;3029
Pré-pago;Masculino;Sofrível;Ericsson;Cumbuca;Maior cobertura;3096,0;2;30,52;66;3030
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;1689,0;1;30,52;50;3031
Pós-pago;Feminino;Sofrível;Samsung;Cumbuca;Maior cobertura;1668,0;6;71,2;72;3032
Pós-pago;Masculino;Mediana;Gradiente;Escuridão;Qualidade do sinal;9180,0;8;88,4;67;3033
Pós-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;17175,0;5;59,2;101;3034
Pós-pago;Masculino;Terrível;Samsung;Mortinho;Tarifa menor;21138,0;4;51,4;93;3035
Pré-pago;Masculino;Terrível;Motorola;Escuridão;Qualidade do sinal;11427,0;7;79,6;91;3036
Pós-pago;Feminino;Sofrível;Ericsson;Escuridão;Maior cobertura;4680,0;14;80,6;75;3037
Pré-pago;Masculino;Mediana;Siemens;Nenhuma;Maior cobertura;3063,0;5;61,4;67;3038
Pré-pago;Feminino;Sofrível;Samsung;Nenhuma;Maior cobertura;7506,0;6;65,8;72;3039
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;8826,0;5;56,8;93;3040
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;2904,0;4;100,0;70;3041
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;4290,0;4;54,6;65;3042
Pré-pago;Masculino;Confiável;Siemens;Nenhuma;Qualidade do sinal;6840,0;8;90,8;64;3043
Pré-pago;Masculino;Excelente;Ericsson;Cumbuca;Maior cobertura;2145,0;6;74,6;76;3044
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;1363,0;5;63,8;47;3045
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;1792,0;6;69,8;71;3046
Pós-pago;Feminino;Terrível;Samsung;Mortinho;Qualidade do sinal;3621,0;4;46,6;88;3047
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;9111,0;7;75,4;116;3048
Pré-pago;Masculino;Terrível;Gradiente;Cumbuca;Maior cobertura;6900,0;4;51,4;82;3049
Pré-pago;Feminino;Mediana;Samsung;Nenhuma;Tarifa menor;7260,0;6;74,4;87;3050
Pós-pago;Masculino;Mediana;Motorola;Nenhuma;Maior cobertura;5001,0;6;68,6;65;3051
Pós-pago;Masculino;Mediana;Ericsson;Nenhuma;Tarifa menor;13173,0;6;74,8;93;3052
Pós-pago;Feminino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;9399,0;4;52,2;86;3053
Pré-pago;Masculino;Mediana;Motorola;Cumbuca;Maior cobertura;3696,0;2;30,52;73;3054
Pós-pago;Masculino;Terrível;Motorola;Mortinho;Qualidade do sinal;9693,0;6;72,0;89;3055
Pré-pago;Masculino;Confiável;Gradiente;Cumbuca;Maior cobertura;3402,0;7;75,2;60;3056
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Qualidade do sinal;8280,0;8;85,0;66;3057
Pré-pago;Feminino;Terrível;Ericsson;Nenhuma;Tarifa menor;10935,0;5;63,2;91;3058
Pré-pago;Feminino;Mediana;Ericsson;Escuridão;Maior cobertura;6900,0;3;38,6;63;3059
Pós-pago;Feminino;Sofrível;Gradiente;Cumbuca;Qualidade do sinal;6609,0;6;72,4;80;3060
Pré-pago;Masculino;Sofrível;Gradiente;Cumbuca;Maior cobertura;6108,0;5;63,8;76;3061
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;2271,0;6;66,8;43;3062
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1689,0;2;34,2;71;3063
Pré-pago;Feminino;Confiável;Siemens;Cumbuca;Maior cobertura;1684,0;4;50,2;58;3064
Pós-pago;Feminino;Terrível;Samsung;Cumbuca;Maior cobertura;6666,0;5;62,2;85;3065
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Qualidade do sinal;18858,0;5;59,0;68;3066
Pós-pago;Feminino;Sofrível;Motorola;Ferrocom;Maior cobertura;12192,0;7;84,8;61;3067
Pós-pago;Feminino;Sofrível;Motorola;Escuridão;Qualidade do sinal;6108,0;5;62,6;88;3068
Pré-pago;Feminino;Confiável;Gradiente;Ferrocom;Maior cobertura;1468,0;4;53,0;57;3069
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1654,0;8;86,2;63;3070
Pré-pago;Feminino;Terrível;Samsung;Cumbuca;Maior cobertura;2718,0;7;79,8;66;3071
Pós-pago;Feminino;Terrível;Samsung;Mortinho;Qualidade do sinal;4167,0;2;30,52;80;3072
Pré-pago;Feminino;Confiável;Ericsson;Ferrocom;Maior cobertura;1974,0;4;53,6;73;3073
Pré-pago;Masculino;Sofrível;Gradiente;Nenhuma;Tarifa menor;8484,0;6;65,6;84;3074
Pré-pago;Masculino;Mediana;Gradiente;Cumbuca;Qualidade do sinal;17175,0;5;56,6;89;3075
Pré-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;4248,0;3;44,8;55;3076
Pré-pago;Masculino;Mediana;Ericsson;Ferrocom;Maior cobertura;3474,0;3;38,4;62;3077
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;2811,0;6;70,4;66;3078
Pré-pago;Masculino;Terrível;Gradiente;Escuridão;Maior cobertura;6003,0;4;52,6;77;3079
Pré-pago;Masculino;Terrível;Motorola;Cumbuca;Maior cobertura;6438,0;7;75,6;82;3080
Pré-pago;Masculino;Mediana;Motorola;Nenhuma;Tarifa menor;18060,0;5;61,4;81;3081
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;5142,0;7;83,4;94;3082
Pré-pago;Masculino;Mediana;Ericsson;Nenhuma;Maior cobertura;2574,0;5;57,4;64;3083
Pré-pago;Masculino;Mediana;Gradiente;Nenhuma;Maior cobertura;2406,0;5;61,2;70;3084
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1780,0;3;39,6;68;3085
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;6666,0;3;44,8;82;3086
Pós-pago;Feminino;Terrível;Samsung;Nenhuma;Tarifa menor;12810,0;11;116,8;88;3087
Pós-pago;Feminino;Terrível;Ericsson;Mortinho;Maior cobertura;4005,0;1;30,52;99;3088
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Qualidade do sinal;3621,0;8;86,8;81;3089
Pré-pago;Feminino;Sofrível;Motorola;Nenhuma;Qualidade do sinal;10224,0;7;76,8;89;3090
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;10695,0;9;98,8;88;3091
Pós-pago;Masculino;Mediana;Gradiente;Mortinho;Maior cobertura;2325,0;4;49,2;72;3092
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;5586,0;1;30,52;67;3093
Pré-pago;Feminino;Mediana;Gradiente;Escuridão;Maior cobertura;2871,0;7;78,4;75;3094
Pré-pago;Masculino;Confiável;Motorola;Ferrocom;Maior cobertura;5238,0;5;63,2;59;3095
Pós-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;7632,0;5;61,4;77;3096
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;2997,0;4;53,2;83;3097
Pós-pago;Feminino;Terrível;Gradiente;Nenhuma;Qualidade do sinal;11934,0;7;76,6;89;3098
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;2045,9999999999998;6;67,6;63;3099
Pré-pago;Feminino;Excelente;Ericsson;Cumbuca;Maior cobertura;3063,0;4;52,8;71;3100
Pré-pago;Feminino;Terrível;Ericsson;Nenhuma;Maior cobertura;1324,0;5;57,8;59;3101
Pré-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;1245,0;3;42,0;72;3102
Pré-pago;Feminino;Excelente;Gradiente;Cumbuca;Maior cobertura;1939,0;4;49,2;72;3103
Pós-pago;Masculino;Sofrível;Gradiente;Nenhuma;Maior cobertura;4374,0;5;61,4;78;3104
Pós-pago;Feminino;Terrível;Ericsson;Nenhuma;Maior cobertura;11427,0;6;74,6;97;3105
Pré-pago;Feminino;Mediana;Samsung;Escuridão;Maior cobertura;3300,0;6;70,2;66;3106
Pré-pago;Feminino;Excelente;Motorola;Cumbuca;Maior cobertura;1189,0;7;82,8;46;3107
Pós-pago;Masculino;Sofrível;Siemens;Nenhuma;Tarifa menor;8280,0;8;90,2;88;3108
Pré-pago;Masculino;Excelente;Samsung;Nenhuma;Maior cobertura;1953,0;7;79,0;49;3109
Pré-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;6900,0;5;60,0;68;3110
Pré-pago;Masculino;Mediana;Motorola;Mortinho;Qualidade do sinal;9111,0;4;49,0;60;3111
Pré-pago;Masculino;Excelente;Ericsson;Ferrocom;Maior cobertura;5949,0;5;64,6;73;3112
Pré-pago;Masculino;Confiável;Gradiente;Ferrocom;Maior cobertura;2196,0;6;65,2;56;3113
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;3696,0;5;57,2;62;3114
Pré-pago;Masculino;Sofrível;Ericsson;Escuridão;Maior cobertura;1815,0;6;70,4;60;3115
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Maior cobertura;3510,0;5;55,6;63;3116
Pré-pago;Masculino;Mediana;Samsung;Cumbuca;Maior cobertura;2718,0;0;30,52;69;3117
Pós-pago;Feminino;Mediana;Gradiente;Ferrocom;Maior cobertura;7695,0;5;58,6;68;3118
Pré-pago;Masculino;Sofrível;Ericsson;Nenhuma;Maior cobertura;8349,0;3;38,6;77;3119
Pré-pago;Masculino;Excelente;Gradiente;Cumbuca;Maior cobertura;1527,0;5;61,6;56;3120
Pré-pago;Masculino;Excelente;Gradiente;Ferrocom;Maior cobertura;1566,0;6;67,4;68;3121
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;25917,0;4;48,8;93;3122
Pós-pago;Masculino;Mediana;Gradiente;Nenhuma;Maior cobertura;5190,0;3;39,2;72;3123
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;9918,0;1;30,52;89;3124
Pré-pago;Feminino;Terrível;Samsung;Ferrocom;Maior cobertura;3585,0;4;45,8;91;3125
Pré-pago;Feminino;Confiável;Ericsson;Ferrocom;Maior cobertura;1119,0;5;59,0;69;3126
Pré-pago;Feminino;Mediana;Ericsson;Cumbuca;Maior cobertura;1990,0;4;50,4;56;3127
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1608,0;5;61,4;55;3128
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Tarifa menor;11343,0;6;74,0;101;3129
Pós-pago;Masculino;Terrível;Siemens;Cumbuca;Tarifa menor;10380,0;6;70,8;89;3130
Pré-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;11097,0;10;106,6;101;3131
Pós-pago;Feminino;Sofrível;Gradiente;Cumbuca;Qualidade do sinal;3300,0;7;75,4;84;3132
Pré-pago;Masculino;Sofrível;Ericsson;Nenhuma;Qualidade do sinal;8967,0;5;63,0;74;3133
Pré-pago;Feminino;Confiável;Gradiente;Escuridão;Maior cobertura;1047,0;4;53,6;62;3134
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;10071,0;4;48,6;86;3135
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;33429,0;5;60,2;102;3136
Pré-pago;Masculino;Sofrível;Samsung;Cumbuca;Maior cobertura;5790,0;4;52,8;81;3137
Pré-pago;Masculino;Mediana;Gradiente;Ferrocom;Maior cobertura;8016,0;4;52,0;84;3138
Pré-pago;Feminino;Excelente;Motorola;Cumbuca;Maior cobertura;3546,0;7;82,0;83;3139
Pós-pago;Feminino;Mediana;Motorola;Nenhuma;Maior cobertura;6219,0;4;50,0;71;3140
Pré-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;11427,0;6;65,8;92;3141
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;13824,0;4;52,6;89;3142
Pós-pago;Feminino;Terrível;Siemens;Nenhuma;Qualidade do sinal;7632,0;5;62,0;92;3143
Pós-pago;Feminino;Terrível;Motorola;Nenhuma;Tarifa menor;12279,0;8;94,8;90;3144
Pré-pago;Masculino;Mediana;Siemens;Ferrocom;Qualidade do sinal;8550,0;4;48,4;88;3145
Pré-pago;Feminino;Confiável;Samsung;Nenhuma;Maior cobertura;2574,0;2;30,52;47;3146
Pré-pago;Feminino;Sofrível;Motorola;Nenhuma;Maior cobertura;5001,0;1;30,52;70;3147
Pós-pago;Masculino;Terrível;Samsung;Mortinho;Qualidade do sinal;5637,0;3;37,0;85;3148
Pós-pago;Masculino;Excelente;Samsung;Nenhuma;Tarifa menor;5190,0;6;67,0;84;3149
Pré-pago;Feminino;Excelente;Samsung;Nenhuma;Maior cobertura;11178,0;0;30,52;73;3150
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;2631,0;7;79,4;76;3151
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Qualidade do sinal;6438,0;6;67,0;88;3152
Pré-pago;Feminino;Excelente;Samsung;Nenhuma;Maior cobertura;2094,0;2;34,2;68;3153
Pré-pago;Masculino;Sofrível;Gradiente;Escuridão;Qualidade do sinal;1668,0;5;63,6;69;3154
Pré-pago;Feminino;Mediana;Samsung;Cumbuca;Maior cobertura;1150,0;3;43,8;49;3155
Pré-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;2045,9999999999998;3;42,0;67;3156
Pré-pago;Masculino;Confiável;Samsung;Cumbuca;Maior cobertura;1149,0;4;51,8;52;3157
Pré-pago;Feminino;Mediana;Siemens;Nenhuma;Maior cobertura;1134,0;3;39,8;55;3158
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;1434,0;6;69,0;260;3159
Pré-pago;Feminino;Mediana;Gradiente;Escuridão;Maior cobertura;2871,0;4;54,0;52;3160
Pré-pago;Masculino;Excelente;Siemens;Cumbuca;Maior cobertura;8349,0;6;71,2;68;3161
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;6108,0;6;73,2;92;3162
Pré-pago;Masculino;Sofrível;Motorola;Nenhuma;Maior cobertura;3621,0;7;76,2;67;3163
Pós-pago;Feminino;Sofrível;Motorola;Cumbuca;Maior cobertura;2271,0;5;62,4;86;3164
Pós-pago;Feminino;Terrível;Motorola;Ferrocom;Qualidade do sinal;9993,0;5;63,8;95;3165
Pré-pago;Masculino;Sofrível;Samsung;Nenhuma;Tarifa menor;22146,0;6;72,4;82;3166
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1072,0;4;46,0;38;3167
Pré-pago;Feminino;Confiável;Ericsson;Cumbuca;Maior cobertura;1759,0;2;32,6;45;3168
Pós-pago;Masculino;Mediana;Samsung;Escuridão;Qualidade do sinal;4332,0;8;91,6;88;3169
Pré-pago;Masculino;Sofrível;Samsung;Escuridão;Maior cobertura;6108,0;8;86,8;76;3170
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;10614,0;8;92,6;106;3171
Pós-pago;Masculino;Sofrível;Samsung;Nenhuma;Maior cobertura;4167,0;2;34,0;64;3172
Pré-pago;Feminino;Confiável;Motorola;Cumbuca;Maior cobertura;1645,0;4;46,8;49;3173
Pós-pago;Masculino;Terrível;Motorola;Ferrocom;Tarifa menor;12105,0;10;106,2;99;3174
Pré-pago;Masculino;Sofrível;Ericsson;Cumbuca;Maior cobertura;1293,0;3;40,4;69;3175
Pós-pago;Feminino;Excelente;Gradiente;Nenhuma;Qualidade do sinal;12105,0;5;64,8;87;3176
Pós-pago;Masculino;Mediana;Motorola;Escuridão;Maior cobertura;6327,0;5;64,2;83;3177
Pós-pago;Masculino;Terrível;Gradiente;Ferrocom;Tarifa menor;5337,0;9;100,6;83;3178
Pós-pago;Feminino;Terrível;Ericsson;Nenhuma;Maior cobertura;6552,0;4;52,8;82;3179
Pós-pago;Feminino;Sofrível;Samsung;Nenhuma;Qualidade do sinal;4332,0;9;100,6;94;3180
Pós-pago;Masculino;Mediana;Siemens;Nenhuma;Tarifa menor;11262,0;5;58,0;144;3181
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1689,0;2;30,52;73;3182
Pós-pago;Masculino;Sofrível;Motorola;Mortinho;Maior cobertura;1815,0;4;46,2;92;3183
Pré-pago;Feminino;Confiável;Gradiente;Cumbuca;Maior cobertura;2325,0;4;50,0;58;3184
Pré-pago;Masculino;Confiável;Samsung;Cumbuca;Maior cobertura;3096,0;5;59,8;58;3185
Pré-pago;Masculino;Terrível;Samsung;Nenhuma;Tarifa menor;17949,0;8;94,2;80;3186
Pré-pago;Masculino;Sofrível;Siemens;Nenhuma;Maior cobertura;1089,0;7;78,2;69;3187
Pós-pago;Feminino;Mediana;Motorola;Cumbuca;Maior cobertura;2487,0;5;57,0;64;3188
Pré-pago;Feminino;Sofrível;Samsung;Cumbuca;Maior cobertura;2021,9999999999998;5;62,0;70;3189
Pré-pago;Masculino;Excelente;Motorola;Cumbuca;Maior cobertura;1689,0;1;30,52;51;3190
Pré-pago;Masculino;Mediana;Ericsson;Cumbuca;Maior cobertura;1473,0;5;63,2;75;3191
Pós-pago;Masculino;Sofrível;Motorola;Ferrocom;Qualidade do sinal;2352,0;6;73,6;81;3192
Pós-pago;Feminino;Sofrível;Motorola;Mortinho;Maior cobertura;2967,0;6;67,4;78;3193
Pós-pago;Feminino;Excelente;Motorola;Nenhuma;Qualidade do sinal;1731,0;7;78,8;77;3194
Pós-pago;Masculino;Terrível;Siemens;Nenhuma;Tarifa menor;18174,0;5;61,0;100;3195
Pós-pago;Masculino;Mediana;Motorola;Ferrocom;Maior cobertura;10854,0;5;55,4;82;3196
Pré-pago;Masculino;Confiável;Ericsson;Ferrocom;Maior cobertura;2934,0;3;42,8;59;3197
Pré-pago;Masculino;Terrível;Motorola;Nenhuma;Qualidade do sinal;5844,0;5;63,6;83;3198
Pré-pago;Masculino;Confiável;Ericsson;Cumbuca;Maior cobertura;2021,9999999999998;7;76,6;69;3199
Pré-pago;Feminino;Mediana;Gradiente;Cumbuca;Maior cobertura;8148,0;3;41,2;86;3200
Pós-pago;Masculino;Mediana;Samsung;Nenhuma;Tarifa menor;5286,0;7;75,4;92;3201
Pós-pago;Feminino;Sofrível;Gradiente;Nenhuma;Qualidade do sinal;6552,0;10;105,6;76;3202
Pré-pago;Masculino;Confiável;Motorola;Cumbuca;Maior cobertura;7197,0;7;76,6;44;3203
